timestamp,open,high,low,close,volume,open_interest,expiry,strike,option_type,instrument_key,trading_symbol,lot_size
2026-08-04 12:20:00+05:30,1.2,1.25,1.14,1.25,14495,2853630,2026-08-11,21600.0,PE,NSE_FO|40880|11-08-2026,NIFTY 21600 PE 11 AUG 26,65
2026-08-04 12:25:00+05:30,1.2,1.25,1.2,1.25,23985,2850640,2026-08-11,21600.0,PE,NSE_FO|40880|11-08-2026,NIFTY 21600 PE 11 AUG 26,65
2026-08-04 12:30:00+05:30,1.25,1.25,1.2,1.25,10335,2856100,2026-08-11,21600.0,PE,NSE_FO|40880|11-08-2026,NIFTY 21600 PE 11 AUG 26,65
2026-08-04 12:35:00+05:30,1.25,1.25,1.2,1.2,22620,2848170,2026-08-11,21600.0,PE,NSE_FO|40880|11-08-2026,NIFTY 21600 PE 11 AUG 26,65
2026-08-04 12:40:00+05:30,1.2,1.2,1.2,1.2,6890,2848170,2026-08-11,21600.0,PE,NSE_FO|40880|11-08-2026,NIFTY 21600 PE 11 AUG 26,65
2026-08-04 12:45:00+05:30,1.2,1.25,1.2,1.2,16705,2865850,2026-08-11,21600.0,PE,NSE_FO|40880|11-08-2026,NIFTY 21600 PE 11 AUG 26,65
2026-08-04 12:50:00+05:30,1.2,1.2,1.2,1.2,0,2865850,2026-08-11,21600.0,PE,NSE_FO|40880|11-08-2026,NIFTY 21600 PE 11 AUG 26,65
2026-08-04 12:55:00+05:30,1.25,1.25,1.2,1.25,6305,2865200,2026-08-11,21600.0,PE,NSE_FO|40880|11-08-2026,NIFTY 21600 PE 11 AUG 26,65
2026-08-04 13:00:00+05:30,1.25,1.25,1.25,1.25,24245,2864940,2026-08-11,21600.0,PE,NSE_FO|40880|11-08-2026,NIFTY 21600 PE 11 AUG 26,65
2026-08-04 13:05:00+05:30,1.3,1.3,1.25,1.3,157105,2970175,2026-08-11,21600.0,PE,NSE_FO|40880|11-08-2026,NIFTY 21600 PE 11 AUG 26,65
2026-08-04 13:10:00+05:30,1.3,1.4,1.3,1.35,20605,2979340,2026-08-11,21600.0,PE,NSE_FO|40880|11-08-2026,NIFTY 21600 PE 11 AUG 26,65
2026-08-04 13:15:00+05:30,1.35,1.4,1.2,1.25,248495,3188965,2026-08-11,21600.0,PE,NSE_FO|40880|11-08-2026,NIFTY 21600 PE 11 AUG 26,65
2026-08-04 13:20:00+05:30,1.25,1.25,1.2,1.2,14365,3190395,2026-08-11,21600.0,PE,NSE_FO|40880|11-08-2026,NIFTY 21600 PE 11 AUG 26,65
2026-08-04 13:25:00+05:30,1.2,1.25,1.2,1.25,6240,3188900,2026-08-11,21600.0,PE,NSE_FO|40880|11-08-2026,NIFTY 21600 PE 11 AUG 26,65
2026-08-04 13:30:00+05:30,1.25,1.25,1.14,1.2,14950,3183245,2026-08-11,21600.0,PE,NSE_FO|40880|11-08-2026,NIFTY 21600 PE 11 AUG 26,65
